NAME,HASH,SIZE,ZIP_SIZE,SIMPLE_HASH
newcontents69,ED4930EC3159998513376BFE7E61CD71,67526,66549,ED4930EC3159998513376BFE7E61CD71
newcontents70,FEBDB816418F58AE26EC055EB4FCAA39,66849,65765,FEBDB816418F58AE26EC055EB4FCAA39
newcontents71,6477ABA18C8C4780A2326501B39D6D6C,67648,66887,6477ABA18C8C4780A2326501B39D6D6C
newcontents71_cn,A2E62B7CF6B76DE72B035F337E33EFF5,67614,66881,A2E62B7CF6B76DE72B035F337E33EFF5
newcontents72,9514B6064294BA023CB9EC6BD8E98141,67589,66875,9514B6064294BA023CB9EC6BD8E98141
newcontents73,CCC1F5147F9C5A04D5B22B9A55595E82,67609,66551,CCC1F5147F9C5A04D5B22B9A55595E82
newcontents74,24EB0896CB8E5BD7AFBAE6E7C8101FB8,67436,66487,24EB0896CB8E5BD7AFBAE6E7C8101FB8
newcontents75,9630A6ECE024A4B8E8232AFD4D1DDD9E,67499,66497,9630A6ECE024A4B8E8232AFD4D1DDD9E
newcontents76,CCC2BFB52B9E4C525B5A1A02AB24C515,67313,66295,CCC2BFB52B9E4C525B5A1A02AB24C515
newcontents77,CD10848D184BA50C3D8BB73748CB5779,67324,66082,CD10848D184BA50C3D8BB73748CB5779
newcontents78,E12B5722DDD21E132258DC8A8A026D22,67513,66896,E12B5722DDD21E132258DC8A8A026D22
newcontents79,297D83FF493BE638207D76C2434AFBBD,67159,66156,297D83FF493BE638207D76C2434AFBBD
newcontents80,717B363EE673A94DF7F525BFE13CBFCC,67458,66632,717B363EE673A94DF7F525BFE13CBFCC
newcontents81,1D15BA82DC1A6EB3B55CD75AE27BDFC5,67527,66519,1D15BA82DC1A6EB3B55CD75AE27BDFC5
newcontents82,6B9A1DE420E9B3813BC137A4A12339B7,67594,66849,6B9A1DE420E9B3813BC137A4A12339B7
newcontents83,F1E639276F337A131BE80FE09569FB31,66834,65564,F1E639276F337A131BE80FE09569FB31
newcontents84,A8302674304B0ECDBEE3F1499A93D23B,66597,65336,A8302674304B0ECDBEE3F1499A93D23B
newcontents85,069E47FBD066698834BE4907CB464CA2,67094,66161,069E47FBD066698834BE4907CB464CA2
newcontents86,053D603C5B8DD4B9F1E948D508A7B8A9,66985,65742,053D603C5B8DD4B9F1E948D508A7B8A9
newcontents87,F1787D22209D917D7A047C2C2D5978F1,67468,66213,F1787D22209D917D7A047C2C2D5978F1
newcontents88,22022753805684C2FD740896026A5165,67438,66182,22022753805684C2FD740896026A5165
newcontents89,A9915ED198FC735CEB56C442C9DEFBFA,67462,66630,A9915ED198FC735CEB56C442C9DEFBFA
newcontents90,B083DC47079E9A1339FDA37A836E3A53,66405,65443,B083DC47079E9A1339FDA37A836E3A53
newcontents91,4D92AB81B813F521341B2B6C85BB46A9,67309,66536,4D92AB81B813F521341B2B6C85BB46A9
newcontents92,F2EFFBA9E1262C37F065C642735F40E4,67337,66427,F2EFFBA9E1262C37F065C642735F40E4
newcontents93,584AEFB77B9CB55CB463DAD1459659DA,67504,66475,584AEFB77B9CB55CB463DAD1459659DA
newcontents94,8A2DE638CB9A8CD2AF019BDE201966F7,67408,66468,8A2DE638CB9A8CD2AF019BDE201966F7
newcontents95,52B54B82F608DD03717C5507A8EF7758,67437,66456,52B54B82F608DD03717C5507A8EF7758
newcontents96,29AE86D610FC37AF9A913E048573DA12,67050,66088,29AE86D610FC37AF9A913E048573DA12
newcontents98,A6E73B176BA36C3B4EC60E575E4FE4CE,66700,65588,A6E73B176BA36C3B4EC60E575E4FE4CE
newcontents99,A2CD9C42B615E7CDA0F951A9B75EB3FC,67601,66650,A2CD9C42B615E7CDA0F951A9B75EB3FC
noticepopup_antman,7F93CC839C161DF089FAFA94D89A29DD,155298,149567,7F93CC839C161DF089FAFA94D89A29DD
noticepopup_antman2,0F103068C11245D3EC626511898F53CD,156421,151246,0F103068C11245D3EC626511898F53CD
noticepopup_blackpanther,6EBB1CB00F39E8423FFF33B14893B786,156201,151134,6EBB1CB00F39E8423FFF33B14893B786
noticepopup_blackpanther2,8803F576CB1F20994373CA407AB9F0EC,157058,152262,8803F576CB1F20994373CA407AB9F0EC
noticepopup_blackwidow,1E2289C8F5EE715B6B0712FB6D832B37,157578,152201,1E2289C8F5EE715B6B0712FB6D832B37
noticepopup_captainmarvel,0B4A278C742C7085CC7941E5785FA263,155285,149293,0B4A278C742C7085CC7941E5785FA263
noticepopup_endgame,89D5C06796AA42CD9E6D52B28419E143,157793,152738,89D5C06796AA42CD9E6D52B28419E143
noticepopup_infinitywar,8AB79E452F14C36A9B0D346B6E3260AC,155737,150421,8AB79E452F14C36A9B0D346B6E3260AC
noticepopup_shangchi,4A4CD0F2C1E60EAED092FE5FE12A8CEA,157963,152637,4A4CD0F2C1E60EAED092FE5FE12A8CEA
noticepopup_spiderman,F03C1251762393164F53FEC392B50018,157639,152425,F03C1251762393164F53FEC392B50018
noticepopup_themarvels,9907122E4CE2A16B329EEA405253F41C,156308,150808,9907122E4CE2A16B329EEA405253F41C
noticepopup_thor,1C049C8F9256F1440FFB53FF799D4837,156167,150834,1C049C8F9256F1440FFB53FF799D4837
noticepopup_thor2,DA626986B89EA47B07C406CD9FE73BFA,156199,150941,DA626986B89EA47B07C406CD9FE73BFA
open_potential,706ED63B53A057F65E3F87F944EC5BA3,15156,14427,706ED63B53A057F65E3F87F944EC5BA3
open_potential_advanced,E1BB244DCC4E3CB8D951838EABA9F899,20594,19858,E1BB244DCC4E3CB8D951838EABA9F899
pack_odin_uru,9DD131BAC048C9609E36A0181FD26CD1,48314,47203,9DD131BAC048C9609E36A0181FD26CD1
premium_artifact_chest,3E1C6F418E0BCE1A3816276A86A8A951,67207,66476,3E1C6F418E0BCE1A3816276A86A8A951
premium_artifact_chest_free,F110212A70E60D824D10842879FF44A4,66996,65545,F110212A70E60D824D10842879FF44A4
premium_artifact_chest_special,153DC1C2EEDB20CE1DEC93A71D768F8B,67430,66991,153DC1C2EEDB20CE1DEC93A71D768F8B
premium_artifact_chest_ticket,9F2C3EABC112406AF875B698CB10C084,67253,66598,9F2C3EABC112406AF875B698CB10C084
premium_artifact_pickselect,7A05347D836404B7E8735E83E0AA256C,67038,65774,7A05347D836404B7E8735E83E0AA256C
premium_card_chest,833FB6F1FFABA6473F42CC808DBD3A56,67494,66972,833FB6F1FFABA6473F42CC808DBD3A56
premium_card_chest_fanho,4D2699EE5FD7FCBF11C929A49EAEFECF,67294,66693,4D2699EE5FD7FCBF11C929A49EAEFECF
premium_emblem_chest,2511B8C03063836311B9B41271AA9DB4,67550,67049,2511B8C03063836311B9B41271AA9DB4
premium_hero_chest,505E404705190987BFAA59424A5CF5D8,67451,66937,505E404705190987BFAA59424A5CF5D8
premium_hero_chest_fanho,D149E825281C33A5401452F5405D80C5,67371,66834,D149E825281C33A5401452F5405D80C5
premium_hero_ultimates,24F78A16DAB43C2CFF6DCF8284987A2B,256977,253164,24F78A16DAB43C2CFF6DCF8284987A2B
premium_iso8_chest,88ECA0F46E80DC95ADA6C28B324711A5,67542,66816,88ECA0F46E80DC95ADA6C28B324711A5
premium_iso8_chest_fanho,88125B66DF74C4EEDFA8E63F666844B2,67450,66747,88125B66DF74C4EEDFA8E63F666844B2
premium_jarvis_chest,9B7F1D19C63121B62F235FDFE9001F41,67421,66833,9B7F1D19C63121B62F235FDFE9001F41
premium_rune_chest,D039D8FF763E5AD439884D16F723E8B2,67554,66840,D039D8FF763E5AD439884D16F723E8B2
premium_special_chest,863D8953B1292E5126EDD6FE5244EC17,67520,66977,863D8953B1292E5126EDD6FE5244EC17
premium_special_chest_fanho,48AC7544AE254829945F4C64A9E991B5,67316,66718,48AC7544AE254829945F4C64A9E991B5
premium_typekit,F0D5954EF0A4B78643A4153017269008,67591,67057,F0D5954EF0A4B78643A4153017269008
premium_typekit_fanho,5CA8C0EF9128B03D7D1629EDDA945041,67544,66949,5CA8C0EF9128B03D7D1629EDDA945041
premium_typekit_fanho_1,BFE420DDDF79BA20429CCF7A141DF97B,67519,66944,BFE420DDDF79BA20429CCF7A141DF97B
premium_typekit_fanho_2,D4EC436E8DF6E2FD4C288F0B087CE57B,67502,66954,D4EC436E8DF6E2FD4C288F0B087CE57B
premium_typekit_fanho_3,0E1AC73CAA0BACBF675758A26CC9FD2A,67506,66949,0E1AC73CAA0BACBF675758A26CC9FD2A
premium_typekit_fanho_4,CF7A51CAA615BDA07B97FBE7E8A56A1F,67513,66968,CF7A51CAA615BDA07B97FBE7E8A56A1F
premium_uru_chest,C4D2B13899F33DD6D55F2C370B0FF7B6,67631,67058,C4D2B13899F33DD6D55F2C370B0FF7B6
premium_uru_chest_fanho,5C0B15EC9673CE83EB9C3FBF3B308775,67527,66898,5C0B15EC9673CE83EB9C3FBF3B308775
select_artifact_03,785384CBBBF0C161026AEE18AF23E0B2,25998,25142,785384CBBBF0C161026AEE18AF23E0B2
select_artifact_04,125F66B05C7BBCDE98694CEC1EC77DAA,26024,25178,125F66B05C7BBCDE98694CEC1EC77DAA
select_artifact_05,73E63AE613D62319692BA3C7E9501937,26003,25127,73E63AE613D62319692BA3C7E9501937
select_artifact_06,BD1EE28FABF453C4EA8A8DD054AAABF1,26027,25141,BD1EE28FABF453C4EA8A8DD054AAABF1
select_collection_token,803E327AFB89F3D2699B9EA6A4020BC1,29373,28294,803E327AFB89F3D2699B9EA6A4020BC1
select_ctp_01,436D9FC14887A816B719DCA4F17F495A,26011,25269,436D9FC14887A816B719DCA4F17F495A
select_ctp_advanced,997E9D23EC1B23FC01318E5D0AEED631,25883,25173,997E9D23EC1B23FC01318E5D0AEED631
select_ctp_advanced2,EA5AB8143560707DB1BB11811BA65718,25633,24976,EA5AB8143560707DB1BB11811BA65718
select_ctp_advanced2_01,CE1B5C4DF66F81C906DA762C6E138F53,25757,25137,CE1B5C4DF66F81C906DA762C6E138F53
select_ctp_advanced2_02,4B5705EB28D64DAD86E14968FA0D2F1D,26271,25662,4B5705EB28D64DAD86E14968FA0D2F1D
select_ctp_advanced3,1C91EBDCC6CA1D2BBE638B475EB4B80B,25480,24752,1C91EBDCC6CA1D2BBE638B475EB4B80B
select_ctp_advanced3_01,FD83BC3E3A18045D0D1D5F4693C57E7A,25738,25007,FD83BC3E3A18045D0D1D5F4693C57E7A
select_ctp_advanced3_02,C20FDEC805DE12F97A259EDEEBDF58A5,26274,25593,C20FDEC805DE12F97A259EDEEBDF58A5
select_hero_01,00DCB1E7A4C3F439D34E289003478073,25901,25241,00DCB1E7A4C3F439D34E289003478073
select_hero_02,BD8A7066858571C086F966D3DE196868,25892,25218,BD8A7066858571C086F966D3DE196868
select_hero_03,630BA30B8DB827B2CC9E0DEA4404F438,25922,25231,630BA30B8DB827B2CC9E0DEA4404F438
select_hero_04,70D19E341EEE4A995B523BBA1B6A076A,25905,25225,70D19E341EEE4A995B523BBA1B6A076A
select_hero_05,423A477D247A53B729401FFD176C78D5,25893,25183,423A477D247A53B729401FFD176C78D5
select_hero_06,E971F3CB95E529DCB435A34DA8300FF3,25902,25177,E971F3CB95E529DCB435A34DA8300FF3
select_hero_06_advanced,900A49A62386A1E9694FA3B742591D34,25876,25077,900A49A62386A1E9694FA3B742591D34
select_hero_6_both,8015FF44839741518621C6207A5068C2,26064,25367,8015FF44839741518621C6207A5068C2
select_hero_t3,E8CBE68ACDE89F324F9D522DE1FA4236,25884,25044,E8CBE68ACDE89F324F9D522DE1FA4236
select_hero_tier2,B513893B82E311C2D824D5462C990E16,25470,24758,B513893B82E311C2D824D5462C990E16
select_iso8_6,38D5AF2188B8E82CB0EA624917B7B7C4,25986,25100,38D5AF2188B8E82CB0EA624917B7B7C4
select_iso8_awaken6,DBF7C2FB7C08F43AF3793A5DECE5D838,25996,25047,DBF7C2FB7C08F43AF3793A5DECE5D838
select_item_01,B0A4E3AD5992511587BAEEF796322233,25858,24907,B0A4E3AD5992511587BAEEF796322233
select_item_02,96E4EE8F30D7F6225C936E97C8E23568,25413,24471,96E4EE8F30D7F6225C936E97C8E23568
select_item_03,7FD8BFD4EA8BEFE3EA696AFCEBE51CBF,27747,26652,7FD8BFD4EA8BEFE3EA696AFCEBE51CBF
select_item_04,937A5E18438FF05D4D31AF947589E5A3,26642,25577,937A5E18438FF05D4D31AF947589E5A3
select_item_05,2CA314E417BEB00258E5B5149BE3920E,27318,26220,2CA314E417BEB00258E5B5149BE3920E
select_item_06,6402831CF540DBB51C31143B578FFDCF,26626,25610,6402831CF540DBB51C31143B578FFDCF
select_item_07,C6775A1584CC4DE562D7ABA48CC17D81,25557,24650,C6775A1584CC4DE562D7ABA48CC17D81
select_item_14,160DEFD33962BDC965227637E913A78D,26043,25193,160DEFD33962BDC965227637E913A78D
select_item_odin,BC1BEA4B3B3E86AA5A66EDFEBE3F0F10,24914,23836,BC1BEA4B3B3E86AA5A66EDFEBE3F0F10
select_item_sword_04,31D53272B246A1A53A289B7A8EBF5780,24544,23774,31D53272B246A1A53A289B7A8EBF5780
select_item_sword_05,385D6C4CAD5B0AC7FC65A6747351637D,24547,23752,385D6C4CAD5B0AC7FC65A6747351637D
select_item_sword_06,DC70EE8E2FA7F4AA7518A8F563226780,24557,23800,DC70EE8E2FA7F4AA7518A8F563226780
select_specialgear_ctp,4BBCF12E6D1754FA3695A67EBDC705B1,25762,25011,4BBCF12E6D1754FA3695A67EBDC705B1
select_titan,7B283A5B4BD54BEA56D6F67C6AED4D95,26877,26262,7B283A5B4BD54BEA56D6F67C6AED4D95
shadowlandpoint_chest,CBC17B367C2B80151B276D8170E8C2B1,31158,29683,CBC17B367C2B80151B276D8170E8C2B1
shield_support_all,A2A12AD50FD2E88460FB500A7338183C,34759,33951,A2A12AD50FD2E88460FB500A7338183C
shield_support_single,BD7BF58C6B2DAC8BF67E4B2D7831C9DF,38915,38025,BD7BF58C6B2DAC8BF67E4B2D7831C9DF
shield_support_subscribe,57AF44086667282785F51FDD40792300,39481,38444,57AF44086667282785F51FDD40792300
shield_support_upgrade,6B0F3E22F85C75385197905B6F9363B0,42670,41675,6B0F3E22F85C75385197905B6F9363B0
shop_5th_anniversary_normal,77C960C3586B697E8F9CC1DA78207195,52683,51516,77C960C3586B697E8F9CC1DA78207195
shop_awaken01,FFF09FBA00DB8393A4B7F9C61579CD4B,24014,23081,FFF09FBA00DB8393A4B7F9C61579CD4B
shop_awaken02,E85C1A8A07114361EF1BDD25A6737D2D,23258,22396,E85C1A8A07114361EF1BDD25A6737D2D
shop_awaken03,00076C8EAF25F2109CE331221F000480,23608,22827,00076C8EAF25F2109CE331221F000480
shop_awaken04,CF7C21642D2203AB6ED5DE7A48476BAF,23607,22849,CF7C21642D2203AB6ED5DE7A48476BAF
shop_awakening_ctp,CF50A32AACA85ACAC93993D318CCFDCD,35237,34209,CF50A32AACA85ACAC93993D318CCFDCD
shop_awakening_premiumcard,AE9510C4265013074BEC3B2DBC8BB667,35817,34669,AE9510C4265013074BEC3B2DBC8BB667
shop_baronjemo_support,DA10548BF84AA2B06B94D9D680042193,32417,31312,DA10548BF84AA2B06B94D9D680042193
shop_beast_supplies,87E2CDA1A5F84C7C40BEF175B4393625,43170,41982,87E2CDA1A5F84C7C40BEF175B4393625
shop_bf2019_heropack_1,4C82F8CE4A3E105498607EA6B08434EA,34600,33136,4C82F8CE4A3E105498607EA6B08434EA
shop_bf2019_heropack_2,A2B773A8C24D080AFF493A87EAF564C4,33634,32169,A2B773A8C24D080AFF493A87EAF564C4
shop_bf2019_heropack_3,4D0CC416F423DEAA47C4D42F5BBF0CB4,34015,32563,4D0CC416F423DEAA47C4D42F5BBF0CB4
shop_bf2019_heropack_4,8FC547E0644F99BF5842CB7C00FCBFE9,34330,32824,8FC547E0644F99BF5842CB7C00FCBFE9
shop_bf2019_pack,8AA51BD3A0BFBB4724DC42992E2C6B97,43167,41642,8AA51BD3A0BFBB4724DC42992E2C6B97
shop_bf2019_relay2_1,579EB21A7C06742DBFC8DBD0F9F2710A,44128,42493,579EB21A7C06742DBFC8DBD0F9F2710A
shop_bf2019_relay2_2,2753FD5A940A11FF0E61AE2ABA471F56,42365,40722,2753FD5A940A11FF0E61AE2ABA471F56
shop_bf2019_relay2_3,A2E790F4A78DE24D16F497A737D09336,42000,40381,A2E790F4A78DE24D16F497A737D09336
shop_bf2019_relay2_4,52AD43E1F76F4FC4728C561464BD7B65,38622,37074,52AD43E1F76F4FC4728C561464BD7B65
shop_bf2019_relay2_5,352163CDC8BFDA89B642E6CFE6E448F9,26415,25103,352163CDC8BFDA89B642E6CFE6E448F9
shop_bf2019_relay_1,C5AE42FE3E7DCFFC13266CC5699ED70C,23675,22779,C5AE42FE3E7DCFFC13266CC5699ED70C
shop_bf2019_relay_2,0F90AAC0BB67F6A07482D5BAC34E4B44,36243,35148,0F90AAC0BB67F6A07482D5BAC34E4B44
shop_bf2019_relay_3,3454FD229F47F39BB8E8AAC4636E49FB,41328,39929,3454FD229F47F39BB8E8AAC4636E49FB
shop_bf2019_relay_4,B5E58A6E4F4ECB792F261290EA360052,40114,38642,B5E58A6E4F4ECB792F261290EA360052
shop_bf2019_relay_5,8CB961A2D2BC16DAA8E247125359C55B,45561,44137,8CB961A2D2BC16DAA8E247125359C55B
shop_bf2019_relay_6,9E9B809CE74C4A480F4CDCC87D80F883,50297,48661,9E9B809CE74C4A480F4CDCC87D80F883
shop_bf2019_surprise,B624852FF277D590BB97CA38454696D2,33080,31698,B624852FF277D590BB97CA38454696D2
shop_bf2022_relay_5,BE169D1C8E5EEF1A02357D419A62974A,52403,51456,BE169D1C8E5EEF1A02357D419A62974A
shop_bf2022_relay_6,0201D37F80480CB855AEE8CDABAFC469,53103,52127,0201D37F80480CB855AEE8CDABAFC469
shop_bf2023_relay_4,984D9C120BBD07701D5940503530079B,47493,46432,984D9C120BBD07701D5940503530079B
shop_bf2023_relay_5,F8141D5891A1A1CCB331771CEEA84543,52481,51552,F8141D5891A1A1CCB331771CEEA84543
shop_biometrics_ironheart,9CBEAD79361DBB8F7A58F4A49A0CD2AA,50627,49285,9CBEAD79361DBB8F7A58F4A49A0CD2AA
shop_biometrics_rescue,24F339EDA1D677798FB5610CBC316F29,50778,49528,24F339EDA1D677798FB5610CBC316F29
shop_blackfriday_pack1,86BA27D61544DA58C308499F9D70C0B7,55344,54357,86BA27D61544DA58C308499F9D70C0B7
shop_blackfriday_pack2,1771160A43CA05895E1D66CA5AFBD3C2,37152,35912,1771160A43CA05895E1D66CA5AFBD3C2
shop_blackfriday_pack3,B332C900C6C12667C116A9F7F319483B,45813,44383,B332C900C6C12667C116A9F7F319483B
shop_blackfriday_pack4,50F6C2FCC5141A3CEDC3581682362729,46481,45186,50F6C2FCC5141A3CEDC3581682362729
shop_blackfriday_pack5,B607D8513B829CA547A71D478D245D7C,50058,48736,B607D8513B829CA547A71D478D245D7C
shop_black_antimatter_rank1,616A28EB2486FB659CDA3A17FDDC7436,11103,10499,616A28EB2486FB659CDA3A17FDDC7436
shop_black_antimatter_rank2,E72EE0B4498E311C803ADD8CC71EE20B,16076,15383,E72EE0B4498E311C803ADD8CC71EE20B
shop_booster_event_01,6FA0F34F36C1FE466B70004C126A3C6B,5201,4885,6FA0F34F36C1FE466B70004C126A3C6B
shop_booster_gold02,2A8E6CE3A42CCD91371398D5C5A41837,22963,22131,2A8E6CE3A42CCD91371398D5C5A41837
shop_booster_hero02,E47D411C2034988606DE8E5CF3D097E3,21363,20422,E47D411C2034988606DE8E5CF3D097E3
shop_booster_lab02,E9350877D356A89A2469854C39C7B778,22372,21487,E9350877D356A89A2469854C39C7B778
shop_booster_rate_item,0664725988F3DECC4314981B68448BBD,23369,22383,0664725988F3DECC4314981B68448BBD
shop_booster_shield02,FFDDEEC7E126EDC299BD06320271EE6B,23225,22314,FFDDEEC7E126EDC299BD06320271EE6B
shop_bp,38F6DF03308AAD7734FB91C3F8819F2F,30032,28824,38F6DF03308AAD7734FB91C3F8819F2F
shop_bundle_special,7BAC62F7885557CEDFC95A353D3D2626,40206,39099,7BAC62F7885557CEDFC95A353D3D2626
shop_bundle_special2,2B9BC827BFB48ADF1ED64EECE7984A5E,27982,27133,2B9BC827BFB48ADF1ED64EECE7984A5E
shop_bundle_v770_thumnail_01,389645E4F16C8E274E590CAF18476394,52212,51048,389645E4F16C8E274E590CAF18476394
shop_cc_growth_s_p,04A38B6280BC6DD448A1564E75B32D01,22292,21721,04A38B6280BC6DD448A1564E75B32D01
shop_chest_1080_04,016B476EA729CBB2526A58DE78D478E9,27082,26209,016B476EA729CBB2526A58DE78D478E9
shop_chest_40013,85F2B1798CBCD1F0DC5E38595776F54B,26636,25859,85F2B1798CBCD1F0DC5E38595776F54B
shop_chest_60013,61EDCA4373CCA8850C73022E169ABBC1,25933,25137,61EDCA4373CCA8850C73022E169ABBC1
shop_chest_anniversary_10,A0F0AAA52F2B6122848D4AB8C36CF87D,25181,24470,A0F0AAA52F2B6122848D4AB8C36CF87D
shop_chest_anniversary_11,B6363229DD92E48581FC6839FB7B8E01,26783,25993,B6363229DD92E48581FC6839FB7B8E01
shop_chest_ap,92CF7A80871BFC441DDB1339E88ADC90,27447,25796,92CF7A80871BFC441DDB1339E88ADC90
shop_chest_aprilfools_2025,8EC09FADA78F6358ECC19EBDF5DD8166,26016,25003,8EC09FADA78F6358ECC19EBDF5DD8166
shop_chest_autumn,9B01121619BB5A987ADB9F4716FFAC02,29641,28534,9B01121619BB5A987ADB9F4716FFAC02
shop_chest_bf2022,B232C8FA7DCA0955557C47D02544A72B,28706,27507,B232C8FA7DCA0955557C47D02544A72B
shop_chest_bf2023,39526B85E43A36E3139A987163CC5705,28272,27105,39526B85E43A36E3139A987163CC5705
shop_chest_bf2024,A8C1240B421E48F9995DC36835DA47C8,28736,27625,A8C1240B421E48F9995DC36835DA47C8
shop_chest_bf2025,3C90AE307A8FBA9E218EEC283E688D4B,28694,27695,3C90AE307A8FBA9E218EEC283E688D4B
shop_chest_card,06A2DE76A44C3143212C385B79215E2F,26836,25966,06A2DE76A44C3143212C385B79215E2F
shop_chest_card_5,AC356F14CFE91D7B2BA7CA0DD9DDDC0D,32871,31873,AC356F14CFE91D7B2BA7CA0DD9DDDC0D
shop_chest_collection_token,59BD107C28650DF8B23E63B40F7AF765,28236,27055,59BD107C28650DF8B23E63B40F7AF765
shop_chest_craft_card_06,8A5228C3E4D2FC5B11F6A122F14B4675,34194,32993,8A5228C3E4D2FC5B11F6A122F14B4675
shop_chest_ctp_reforging_brilliant,4A7495054DACEF469458AB488CF752B7,54872,53499,4A7495054DACEF469458AB488CF752B7
shop_chest_emblem,D872A1A565318E5E086675DA3F3557CF,22426,21620,D872A1A565318E5E086675DA3F3557CF
shop_chest_eventstage,A62F7CEB329EED34CFEED12B34FCBA94,20690,19951,A62F7CEB329EED34CFEED12B34FCBA94
shop_chest_eventstage_1040,4EC232FE49E7E0FE879BC9CBE55D13D5,50862,49731,4EC232FE49E7E0FE879BC9CBE55D13D5
shop_chest_eventstage_690,9510AF6F0C2A516EBA5EB0078B9B8E60,21794,21002,9510AF6F0C2A516EBA5EB0078B9B8E60
shop_chest_eventstage_700,959AF139ED01395F94174B4D1B09F3F2,27795,27019,959AF139ED01395F94174B4D1B09F3F2
shop_chest_eventstage_710,AD5E17F6C13C4438661A1D9313DA924A,29976,28924,AD5E17F6C13C4438661A1D9313DA924A
shop_chest_eventstage_720,BCA00F9958AB87BC9ECEBC25FE7E29E4,28815,27859,BCA00F9958AB87BC9ECEBC25FE7E29E4
shop_chest_eventstage_730,EE98FB201386B7BD9892697B2285BB26,29438,28531,EE98FB201386B7BD9892697B2285BB26
shop_chest_eventstage_750,1D7E927A08663152EF054C028EEC4837,29707,28347,1D7E927A08663152EF054C028EEC4837
shop_chest_eventstage_760,672A94EC3CD7EB6E561447B1E051E9F5,25270,24527,672A94EC3CD7EB6E561447B1E051E9F5
shop_chest_eventstage_770,34EEACFB421DA830B82602D0D003EAD4,27673,26722,34EEACFB421DA830B82602D0D003EAD4
shop_chest_eventstage_790,174161DDB0F71E7705ABB0624C3F3E82,27220,26379,174161DDB0F71E7705ABB0624C3F3E82
shop_chest_eventstage_840,01E6199CCB8571AFB60ECE7606B3443A,50237,49140,01E6199CCB8571AFB60ECE7606B3443A
shop_chest_eventstage_860,D757B2001FBE4BA89A959BEEC3516C23,26022,25093,D757B2001FBE4BA89A959BEEC3516C23
shop_chest_eventstage_940,56F53C6B189941B5D6BBB386495727B4,49978,48810,56F53C6B189941B5D6BBB386495727B4
shop_chest_eventstage_960,9DE3BBC8F196BB048A4D16564E8F1919,26244,25340,9DE3BBC8F196BB048A4D16564E8F1919
shop_chest_eventstage_v1130,6FCC7E47CBB01B1EF11647F19D1F40BD,50774,49611,6FCC7E47CBB01B1EF11647F19D1F40BD
shop_chest_goldbox_bf2023,5F4D413F4C6E3C65E5966D1EC9832BC7,26582,25482,5F4D413F4C6E3C65E5966D1EC9832BC7
shop_chest_halloween_2022,2E4DCE9A20D80AEF21D54C0FE2372EE8,49887,48655,2E4DCE9A20D80AEF21D54C0FE2372EE8
shop_chest_halloween_2023,AA89AFD47E57C18E80BA2E51540ED09B,50824,49735,AA89AFD47E57C18E80BA2E51540ED09B
shop_chest_halloween_2024,C319FB3C237491CAE6557665FBCEAF05,50772,49599,C319FB3C237491CAE6557665FBCEAF05
shop_chest_halloween_2025,B9B27F6D391E31002276C6DD37D68754,50800,49712,B9B27F6D391E31002276C6DD37D68754
shop_chest_holiday_2023,5534163EF918817C7325D4215F512D4E,27646,26702,5534163EF918817C7325D4215F512D4E
shop_chest_holiday_2024,50640BBF85709E21D9A68C5F8E7140F1,25705,24782,50640BBF85709E21D9A68C5F8E7140F1
shop_chest_iso8_6,0F5C6DF3942DE34FE7399C05D401971E,32217,31254,0F5C6DF3942DE34FE7399C05D401971E
shop_chest_iso8_rank6m,BF95587F9C204100601E0F2819C72124,32812,31703,BF95587F9C204100601E0F2819C72124
shop_chest_legendplus,D3E1C40313E462836648E8D85F2EDB7D,22389,21593,D3E1C40313E462836648E8D85F2EDB7D
shop_chest_mutant,5808D74C209766C379137BC28AAA8B02,27379,26019,5808D74C209766C379137BC28AAA8B02
shop_chest_newyear_2021,3FF69864E9C118D72DAE8A29E6013DC7,27259,26555,3FF69864E9C118D72DAE8A29E6013DC7
shop_chest_premiumcard,22243FE28932D5840B4148BA1D4FA589,27301,26455,22243FE28932D5840B4148BA1D4FA589
shop_chest_pre_quest,A6BC63993D041B1A7135F10F06D9256E,26613,25670,A6BC63993D041B1A7135F10F06D9256E
shop_chest_privategear,550E55187D1236F0EC6856B8592D07C6,25737,24900,550E55187D1236F0EC6856B8592D07C6
shop_chest_rune_01,95BA4AA9598E50B084CBBA9DF87B944C,25810,24990,95BA4AA9598E50B084CBBA9DF87B944C
shop_chest_rune_02,E1C9760C3339507FAE746499B0FAE4C2,43147,42108,E1C9760C3339507FAE746499B0FAE4C2
shop_chest_spring_2026,160E35A724327B92F1BE99129EEA3620,28810,27644,160E35A724327B92F1BE99129EEA3620
shop_chest_summer,B69EA9DC11E983E57A25202EBF38FB18,29296,27883,B69EA9DC11E983E57A25202EBF38FB18
shop_chest_summer_2024,E6AAC1C79DC3C8950B22ADD978442468,26592,25724,E6AAC1C79DC3C8950B22ADD978442468
shop_chest_summer_2025,23F52A66F775B4C17FDA1DF8DBBAB615,26691,25851,23F52A66F775B4C17FDA1DF8DBBAB615
shop_chest_supply_t2,838F423B65DB3F1FF562B27A65192520,27120,26229,838F423B65DB3F1FF562B27A65192520
shop_chest_supply_t3,07D72EF02A7EB2D42205E9DC7D1DF7E2,27064,26174,07D72EF02A7EB2D42205E9DC7D1DF7E2
