LIBRARY_TAB,LIBRARY_CHAPTER,INDEX,DIALOG_GROUP_ID,DIALOG_NAME_ID,QUEST_ID,STAGE_1,STAGE_2,STAGE_3,OPEN
2,434,3,7527,7527,5300014,,,,0
2,434,4,7528,7528,5300015,,,,0
2,434,5,7529,7529,5300016,,,,0
2,434,6,7530,7530,5300017,,,,0
2,434,7,7531,7531,5300018,,,,0
2,434,8,7532,7532,5300019,,,,0
2,434,9,7533,7533,5300020,,,,0
2,434,10,7534,7534,5300021,,,,0
2,434,11,7535,7535,5300022,,,,0
2,435,0,7536,7536,5300023,,,,0
2,435,1,7537,7537,5300023,,,,0
2,435,2,7538,7538,5300024,,,,0
2,435,3,7539,7539,5300025,,,,0
2,435,4,7540,7540,5300026,,,,0
2,435,5,7541,7541,5300027,,,,0
2,435,6,7542,7542,5300028,,,,0
2,435,7,7543,7543,5300029,,,,0
2,435,8,7544,7544,5300030,,,,0
2,435,9,7545,7545,5300031,,,,0
2,435,10,7546,7546,5300032,,,,0
2,435,11,7547,7547,5300033,,,,0
2,436,0,7548,7548,5300034,,,,0
2,436,1,7549,7549,5300034,,,,0
2,436,2,7550,7550,5300035,,,,0
2,436,3,7551,7551,5300036,,,,0
2,436,4,7552,7552,5300037,,,,0
2,436,5,7553,7553,5300038,,,,0
2,436,6,7554,7554,5300039,,,,0
2,436,7,7555,7555,5300040,,,,0
2,436,8,7556,7556,5300041,,,,0
2,436,9,7557,7557,5300042,,,,0
2,436,10,7558,7558,5300043,,,,0
2,436,11,7559,7559,5300044,,,,0
2,437,0,7560,7560,5300045,,,,0
2,437,1,7561,7561,5300045,,,,0
2,437,2,7562,7562,5300046,,,,0
2,437,3,7563,7563,5300047,,,,0
2,437,4,7564,7564,5300048,,,,0
2,437,5,7565,7565,5300049,,,,0
2,437,6,7566,7566,5300050,,,,0
2,437,7,7567,7567,5300051,,,,0
2,437,8,7568,7568,5300051,,,,0
2,437,9,7569,7569,5300052,,,,0
2,437,10,7570,7570,5300053,,,,0
2,437,11,7571,7571,5300054,,,,0
2,437,12,7572,7572,5300055,,,,0
2,437,13,7573,7573,5300055,,,,0
4,701,0,16001,16001,0,,,,1
5,801,0,2228,2228,0,,,,1
5,901,0,2229,2229,0,,,,1
2,438,0,7574,7574,5400001,,,,0
2,438,1,7575,7575,5400001,,,,0
2,438,2,7576,7576,5400001,,,,0
2,438,3,7577,7577,5400002,,,,0
2,438,4,7578,7578,5400002,,,,0
2,438,5,7579,7579,5400003,,,,0
2,438,6,7580,7580,5400004,,,,0
2,438,7,7581,7581,5400005,,,,0
2,438,8,7582,7582,5400006,,,,0
2,438,9,7583,7583,5400007,,,,0
2,438,10,7584,7584,5400008,,,,0
2,438,11,7585,7585,5400009,,,,0
2,439,0,7586,7586,5400010,,,,0
2,439,1,7587,7587,5400010,,,,0
2,439,2,7588,7588,5400011,,,,0
2,439,3,7589,7589,5400011,,,,0
2,439,4,7590,7590,5400011,,,,0
2,439,5,7591,7591,5400012,,,,0
2,439,6,7592,7592,5400013,,,,0
2,439,7,7593,7593,5400014,,,,0
2,439,8,7594,7594,5400015,,,,0
2,439,9,7595,7595,5400016,,,,0
2,439,10,7596,7596,5400016,,,,0
2,439,11,7597,7597,5400017,,,,0
2,440,0,7598,7598,5400018,,,,0
2,440,1,7599,7599,5400018,,,,0
2,440,2,7600,7600,5400019,,,,0
2,440,3,7601,7601,5400020,,,,0
2,440,4,7602,7602,5400021,,,,0
2,440,5,7603,7603,5400022,,,,0
2,440,6,7604,7604,5400023,,,,0
2,440,7,7605,7605,5400024,,,,0
2,440,8,7606,7606,5400025,,,,0
2,440,9,7607,7607,5400026,,,,0
2,440,10,7608,7608,5400027,,,,0
2,440,11,7609,7609,5400027,,,,0
2,440,12,7610,7610,5400028,,,,0
2,440,13,7611,7611,5400029,,,,0
2,440,14,7612,7612,5400030,,,,0
2,440,15,7613,7613,5400031,,,,0
2,441,0,7614,7614,5400032,,,,0
2,441,1,7615,7615,5400032,,,,0
2,441,2,7616,7616,5400033,,,,0
2,441,3,7617,7617,5400034,,,,0
2,441,4,7618,7618,5400035,,,,0
2,441,5,7619,7619,5400036,,,,0
2,441,6,7620,7620,5400037,,,,0
2,441,7,7621,7621,5400038,,,,0
2,441,8,7622,7622,5400038,,,,0
2,441,9,7623,7623,5400039,,,,0
2,441,10,7624,7624,5400040,,,,0
2,441,11,7625,7625,5400041,,,,0
2,442,0,7626,7626,5400042,,,,0
2,442,1,7627,7627,5400042,,,,0
2,442,2,7628,7628,5400043,,,,0
2,442,3,7629,7629,5400044,,,,0
2,442,4,7630,7630,5400045,,,,0
2,442,5,7631,7631,5400046,,,,0
2,442,6,7632,7632,5400047,,,,0
2,442,7,7633,7633,5400048,,,,0
2,442,8,7634,7634,5400049,,,,0
2,442,9,7635,7635,5400050,,,,0
2,442,10,7636,7636,5400051,,,,0
2,442,11,7637,7637,5400052,,,,0
2,442,12,7638,7638,5400052,,,,0
2,442,13,7639,7639,5400053,,,,0
2,442,14,7640,7640,5400054,,,,0
2,442,15,7641,7641,5400055,,,,0
