REWARD_ID,HERO_BONUS_LEVEL,TOTAL_HERO_BONUS_POINT,REWARD_LEVEL,BATTLE_POINT,VIP,REWARD_TERM,TICKET,PICK_ID,ICON
50708,5,2000,7,13300000,12,0,5,350708,ISO8_PINK
50709,5,2000,7,13300000,15,0,5,350709,icon_multi_reward_biometrics
50710,5,2000,7,13300000,17,0,5,350710,icon_multi_reward_uru
50711,5,2000,7,13300000,20,0,5,350711,chest_multi_reward_5
50801,5,2000,8,20300000,0,1,5,350801,chest_multi_reward_shield
50802,5,2000,8,20300000,0,0,5,350802,chest_multi_reward_6
50803,5,2000,8,20300000,1,0,5,350803,gold
50804,5,2000,8,20300000,3,0,5,350804,gearup_kit_02
50805,5,2000,8,20300000,5,0,5,350805,ISO8_PINK
50806,5,2000,8,20300000,7,0,5,350806,gearup_kit_01
50807,5,2000,8,20300000,9,0,5,350807,icon_multi_reward_nornstone
50808,5,2000,8,20300000,12,0,5,350808,ISO8_PINK
50809,5,2000,8,20300000,15,0,5,350809,icon_multi_reward_biometrics
50810,5,2000,8,20300000,17,0,5,350810,icon_multi_reward_uru
50811,5,2000,8,20300000,20,0,5,350811,chest_multi_reward_6
60101,6,2500,1,0,0,1,5,360101,chest_multi_reward_shield
60102,6,2500,1,0,0,0,5,360102,chest_multi_reward_1
60103,6,2500,1,0,1,0,5,360103,gold
60104,6,2500,1,0,3,0,5,360104,gearup_kit_02
60105,6,2500,1,0,5,0,5,360105,ISO8_PINK
60106,6,2500,1,0,7,0,5,360106,gearup_kit_01
60107,6,2500,1,0,9,0,5,360107,icon_multi_reward_nornstone
60108,6,2500,1,0,12,0,5,360108,ISO8_PINK
60109,6,2500,1,0,15,0,5,360109,icon_multi_reward_biometrics
60110,6,2500,1,0,17,0,5,360110,icon_multi_reward_uru
60111,6,2500,1,0,20,0,5,360111,chest_multi_reward_1
60201,6,2500,2,500000,0,1,5,360201,chest_multi_reward_shield
60202,6,2500,2,500000,0,0,5,360202,chest_multi_reward_1
60203,6,2500,2,500000,1,0,5,360203,gold
60204,6,2500,2,500000,3,0,5,360204,gearup_kit_02
60205,6,2500,2,500000,5,0,5,360205,ISO8_PINK
60206,6,2500,2,500000,7,0,5,360206,gearup_kit_01
60207,6,2500,2,500000,9,0,5,360207,icon_multi_reward_nornstone
60208,6,2500,2,500000,12,0,5,360208,ISO8_PINK
60209,6,2500,2,500000,15,0,5,360209,icon_multi_reward_biometrics
60210,6,2500,2,500000,17,0,5,360210,icon_multi_reward_uru
60211,6,2500,2,500000,20,0,5,360211,chest_multi_reward_1
60301,6,2500,3,1500000,0,1,5,360301,chest_multi_reward_shield
60302,6,2500,3,1500000,0,0,5,360302,chest_multi_reward_1
60303,6,2500,3,1500000,1,0,5,360303,gold
60304,6,2500,3,1500000,3,0,5,360304,gearup_kit_02
60305,6,2500,3,1500000,5,0,5,360305,ISO8_PINK
60306,6,2500,3,1500000,7,0,5,360306,gearup_kit_01
60307,6,2500,3,1500000,9,0,5,360307,icon_multi_reward_nornstone
60308,6,2500,3,1500000,12,0,5,360308,ISO8_PINK
60309,6,2500,3,1500000,15,0,5,360309,icon_multi_reward_biometrics
60310,6,2500,3,1500000,17,0,5,360310,icon_multi_reward_uru
60311,6,2500,3,1500000,20,0,5,360311,chest_multi_reward_1
60401,6,2500,4,3200000,0,1,5,360401,chest_multi_reward_shield
60402,6,2500,4,3200000,0,0,5,360402,chest_multi_reward_2
60403,6,2500,4,3200000,1,0,5,360403,gold
60404,6,2500,4,3200000,3,0,5,360404,gearup_kit_02
60405,6,2500,4,3200000,5,0,5,360405,ISO8_PINK
60406,6,2500,4,3200000,7,0,5,360406,gearup_kit_01
60407,6,2500,4,3200000,9,0,5,360407,icon_multi_reward_nornstone
60408,6,2500,4,3200000,12,0,5,360408,ISO8_PINK
60409,6,2500,4,3200000,15,0,5,360409,icon_multi_reward_biometrics
60410,6,2500,4,3200000,17,0,5,360410,icon_multi_reward_uru
60411,6,2500,4,3200000,20,0,5,360411,chest_multi_reward_2
60501,6,2500,5,5600000,0,1,5,360501,chest_multi_reward_shield
60502,6,2500,5,5600000,0,0,5,360502,chest_multi_reward_3
60503,6,2500,5,5600000,1,0,5,360503,gold
60504,6,2500,5,5600000,3,0,5,360504,gearup_kit_02
60505,6,2500,5,5600000,5,0,5,360505,ISO8_PINK
60506,6,2500,5,5600000,7,0,5,360506,gearup_kit_01
60507,6,2500,5,5600000,9,0,5,360507,icon_multi_reward_nornstone
60508,6,2500,5,5600000,12,0,5,360508,ISO8_PINK
60509,6,2500,5,5600000,15,0,5,360509,icon_multi_reward_biometrics
60510,6,2500,5,5600000,17,0,5,360510,icon_multi_reward_uru
60511,6,2500,5,5600000,20,0,5,360511,chest_multi_reward_3
60601,6,2500,6,8800000,0,1,5,360601,chest_multi_reward_shield
60602,6,2500,6,8800000,0,0,5,360602,chest_multi_reward_4
60603,6,2500,6,8800000,1,0,5,360603,gold
60604,6,2500,6,8800000,3,0,5,360604,gearup_kit_02
60605,6,2500,6,8800000,5,0,5,360605,ISO8_PINK
60606,6,2500,6,8800000,7,0,5,360606,gearup_kit_01
60607,6,2500,6,8800000,9,0,5,360607,icon_multi_reward_nornstone
60608,6,2500,6,8800000,12,0,5,360608,ISO8_PINK
60609,6,2500,6,8800000,15,0,5,360609,icon_multi_reward_biometrics
60610,6,2500,6,8800000,17,0,5,360610,icon_multi_reward_uru
60611,6,2500,6,8800000,20,0,5,360611,chest_multi_reward_4
60701,6,2500,7,13300000,0,1,5,360701,chest_multi_reward_shield
60702,6,2500,7,13300000,0,0,5,360702,chest_multi_reward_5
60703,6,2500,7,13300000,1,0,5,360703,gold
60704,6,2500,7,13300000,3,0,5,360704,gearup_kit_02
60705,6,2500,7,13300000,5,0,5,360705,ISO8_PINK
60706,6,2500,7,13300000,7,0,5,360706,gearup_kit_01
60707,6,2500,7,13300000,9,0,5,360707,icon_multi_reward_nornstone
60708,6,2500,7,13300000,12,0,5,360708,ISO8_PINK
60709,6,2500,7,13300000,15,0,5,360709,icon_multi_reward_biometrics
60710,6,2500,7,13300000,17,0,5,360710,icon_multi_reward_uru
60711,6,2500,7,13300000,20,0,5,360711,chest_multi_reward_5
60801,6,2500,8,20300000,0,1,5,360801,chest_multi_reward_shield
60802,6,2500,8,20300000,0,0,5,360802,chest_multi_reward_6
60803,6,2500,8,20300000,1,0,5,360803,gold
60804,6,2500,8,20300000,3,0,5,360804,gearup_kit_02
60805,6,2500,8,20300000,5,0,5,360805,ISO8_PINK
60806,6,2500,8,20300000,7,0,5,360806,gearup_kit_01
60807,6,2500,8,20300000,9,0,5,360807,icon_multi_reward_nornstone
60808,6,2500,8,20300000,12,0,5,360808,ISO8_PINK
60809,6,2500,8,20300000,15,0,5,360809,icon_multi_reward_biometrics
60810,6,2500,8,20300000,17,0,5,360810,icon_multi_reward_uru
60811,6,2500,8,20300000,20,0,5,360811,chest_multi_reward_6
70101,7,3000,1,0,0,1,5,370101,chest_multi_reward_shield
70102,7,3000,1,0,0,0,5,370102,chest_multi_reward_1
70103,7,3000,1,0,1,0,5,370103,gold
70104,7,3000,1,0,3,0,5,370104,gearup_kit_02
70105,7,3000,1,0,5,0,5,370105,ISO8_PINK
70106,7,3000,1,0,7,0,5,370106,gearup_kit_01
70107,7,3000,1,0,9,0,5,370107,icon_multi_reward_nornstone
70108,7,3000,1,0,12,0,5,370108,ISO8_PINK
70109,7,3000,1,0,15,0,5,370109,icon_multi_reward_biometrics
70110,7,3000,1,0,17,0,5,370110,icon_multi_reward_uru
70111,7,3000,1,0,20,0,5,370111,chest_multi_reward_1
70201,7,3000,2,500000,0,1,5,370201,chest_multi_reward_shield
70202,7,3000,2,500000,0,0,5,370202,chest_multi_reward_1
70203,7,3000,2,500000,1,0,5,370203,gold
70204,7,3000,2,500000,3,0,5,370204,gearup_kit_02
70205,7,3000,2,500000,5,0,5,370205,ISO8_PINK
70206,7,3000,2,500000,7,0,5,370206,gearup_kit_01
70207,7,3000,2,500000,9,0,5,370207,icon_multi_reward_nornstone
70208,7,3000,2,500000,12,0,5,370208,ISO8_PINK
70209,7,3000,2,500000,15,0,5,370209,icon_multi_reward_biometrics
70210,7,3000,2,500000,17,0,5,370210,icon_multi_reward_uru
70211,7,3000,2,500000,20,0,5,370211,chest_multi_reward_1
70301,7,3000,3,1500000,0,1,5,370301,chest_multi_reward_shield
70302,7,3000,3,1500000,0,0,5,370302,chest_multi_reward_1
70303,7,3000,3,1500000,1,0,5,370303,gold
70304,7,3000,3,1500000,3,0,5,370304,gearup_kit_02
70305,7,3000,3,1500000,5,0,5,370305,ISO8_PINK
70306,7,3000,3,1500000,7,0,5,370306,gearup_kit_01
70307,7,3000,3,1500000,9,0,5,370307,icon_multi_reward_nornstone
70308,7,3000,3,1500000,12,0,5,370308,ISO8_PINK
70309,7,3000,3,1500000,15,0,5,370309,icon_multi_reward_biometrics
70310,7,3000,3,1500000,17,0,5,370310,icon_multi_reward_uru
70311,7,3000,3,1500000,20,0,5,370311,chest_multi_reward_1
70401,7,3000,4,3200000,0,1,5,370401,chest_multi_reward_shield
70402,7,3000,4,3200000,0,0,5,370402,chest_multi_reward_2
70403,7,3000,4,3200000,1,0,5,370403,gold
70404,7,3000,4,3200000,3,0,5,370404,gearup_kit_02
70405,7,3000,4,3200000,5,0,5,370405,ISO8_PINK
70406,7,3000,4,3200000,7,0,5,370406,gearup_kit_01
70407,7,3000,4,3200000,9,0,5,370407,icon_multi_reward_nornstone
70408,7,3000,4,3200000,12,0,5,370408,ISO8_PINK
70409,7,3000,4,3200000,15,0,5,370409,icon_multi_reward_biometrics
70410,7,3000,4,3200000,17,0,5,370410,icon_multi_reward_uru
70411,7,3000,4,3200000,20,0,5,370411,chest_multi_reward_2
70501,7,3000,5,5600000,0,1,5,370501,chest_multi_reward_shield
70502,7,3000,5,5600000,0,0,5,370502,chest_multi_reward_3
70503,7,3000,5,5600000,1,0,5,370503,gold
70504,7,3000,5,5600000,3,0,5,370504,gearup_kit_02
70505,7,3000,5,5600000,5,0,5,370505,ISO8_PINK
70506,7,3000,5,5600000,7,0,5,370506,gearup_kit_01
70507,7,3000,5,5600000,9,0,5,370507,icon_multi_reward_nornstone
70508,7,3000,5,5600000,12,0,5,370508,ISO8_PINK
70509,7,3000,5,5600000,15,0,5,370509,icon_multi_reward_biometrics
70510,7,3000,5,5600000,17,0,5,370510,icon_multi_reward_uru
70511,7,3000,5,5600000,20,0,5,370511,chest_multi_reward_3
70601,7,3000,6,8800000,0,1,5,370601,chest_multi_reward_shield
70602,7,3000,6,8800000,0,0,5,370602,chest_multi_reward_4
70603,7,3000,6,8800000,1,0,5,370603,gold
70604,7,3000,6,8800000,3,0,5,370604,gearup_kit_02
70605,7,3000,6,8800000,5,0,5,370605,ISO8_PINK
70606,7,3000,6,8800000,7,0,5,370606,gearup_kit_01
70607,7,3000,6,8800000,9,0,5,370607,icon_multi_reward_nornstone
70608,7,3000,6,8800000,12,0,5,370608,ISO8_PINK
70609,7,3000,6,8800000,15,0,5,370609,icon_multi_reward_biometrics
70610,7,3000,6,8800000,17,0,5,370610,icon_multi_reward_uru
70611,7,3000,6,8800000,20,0,5,370611,chest_multi_reward_4
70701,7,3000,7,13300000,0,1,5,370701,chest_multi_reward_shield
70702,7,3000,7,13300000,0,0,5,370702,chest_multi_reward_5
70703,7,3000,7,13300000,1,0,5,370703,gold
70704,7,3000,7,13300000,3,0,5,370704,gearup_kit_02
70705,7,3000,7,13300000,5,0,5,370705,ISO8_PINK
70706,7,3000,7,13300000,7,0,5,370706,gearup_kit_01
70707,7,3000,7,13300000,9,0,5,370707,icon_multi_reward_nornstone
70708,7,3000,7,13300000,12,0,5,370708,ISO8_PINK
70709,7,3000,7,13300000,15,0,5,370709,icon_multi_reward_biometrics
70710,7,3000,7,13300000,17,0,5,370710,icon_multi_reward_uru
70711,7,3000,7,13300000,20,0,5,370711,chest_multi_reward_5
70801,7,3000,8,20300000,0,1,5,370801,chest_multi_reward_shield
70802,7,3000,8,20300000,0,0,5,370802,chest_multi_reward_6
70803,7,3000,8,20300000,1,0,5,370803,gold
70804,7,3000,8,20300000,3,0,5,370804,gearup_kit_02
70805,7,3000,8,20300000,5,0,5,370805,ISO8_PINK
70806,7,3000,8,20300000,7,0,5,370806,gearup_kit_01
70807,7,3000,8,20300000,9,0,5,370807,icon_multi_reward_nornstone
70808,7,3000,8,20300000,12,0,5,370808,ISO8_PINK
70809,7,3000,8,20300000,15,0,5,370809,icon_multi_reward_biometrics
70810,7,3000,8,20300000,17,0,5,370810,icon_multi_reward_uru
70811,7,3000,8,20300000,20,0,5,370811,chest_multi_reward_6
80101,8,3500,1,0,0,1,5,380101,chest_multi_reward_shield
80102,8,3500,1,0,0,0,5,380102,chest_multi_reward_1
80103,8,3500,1,0,1,0,5,380103,gold
80104,8,3500,1,0,3,0,5,380104,gearup_kit_02
80105,8,3500,1,0,5,0,5,380105,ISO8_PINK
80106,8,3500,1,0,7,0,5,380106,gearup_kit_01
80107,8,3500,1,0,9,0,5,380107,icon_multi_reward_nornstone
80108,8,3500,1,0,12,0,5,380108,ISO8_PINK
80109,8,3500,1,0,15,0,5,380109,icon_multi_reward_biometrics
80110,8,3500,1,0,17,0,5,380110,icon_multi_reward_uru
80111,8,3500,1,0,20,0,5,380111,chest_multi_reward_1
80201,8,3500,2,500000,0,1,5,380201,chest_multi_reward_shield
80202,8,3500,2,500000,0,0,5,380202,chest_multi_reward_1
80203,8,3500,2,500000,1,0,5,380203,gold
80204,8,3500,2,500000,3,0,5,380204,gearup_kit_02
80205,8,3500,2,500000,5,0,5,380205,ISO8_PINK
80206,8,3500,2,500000,7,0,5,380206,gearup_kit_01
80207,8,3500,2,500000,9,0,5,380207,icon_multi_reward_nornstone
80208,8,3500,2,500000,12,0,5,380208,ISO8_PINK
80209,8,3500,2,500000,15,0,5,380209,icon_multi_reward_biometrics
80210,8,3500,2,500000,17,0,5,380210,icon_multi_reward_uru
80211,8,3500,2,500000,20,0,5,380211,chest_multi_reward_1
80301,8,3500,3,1500000,0,1,5,380301,chest_multi_reward_shield
80302,8,3500,3,1500000,0,0,5,380302,chest_multi_reward_1
80303,8,3500,3,1500000,1,0,5,380303,gold
80304,8,3500,3,1500000,3,0,5,380304,gearup_kit_02
80305,8,3500,3,1500000,5,0,5,380305,ISO8_PINK
80306,8,3500,3,1500000,7,0,5,380306,gearup_kit_01
80307,8,3500,3,1500000,9,0,5,380307,icon_multi_reward_nornstone
80308,8,3500,3,1500000,12,0,5,380308,ISO8_PINK
80309,8,3500,3,1500000,15,0,5,380309,icon_multi_reward_biometrics
80310,8,3500,3,1500000,17,0,5,380310,icon_multi_reward_uru
80311,8,3500,3,1500000,20,0,5,380311,chest_multi_reward_1
80401,8,3500,4,3200000,0,1,5,380401,chest_multi_reward_shield
80402,8,3500,4,3200000,0,0,5,380402,chest_multi_reward_2
80403,8,3500,4,3200000,1,0,5,380403,gold
80404,8,3500,4,3200000,3,0,5,380404,gearup_kit_02
80405,8,3500,4,3200000,5,0,5,380405,ISO8_PINK
80406,8,3500,4,3200000,7,0,5,380406,gearup_kit_01
80407,8,3500,4,3200000,9,0,5,380407,icon_multi_reward_nornstone
80408,8,3500,4,3200000,12,0,5,380408,ISO8_PINK
80409,8,3500,4,3200000,15,0,5,380409,icon_multi_reward_biometrics
80410,8,3500,4,3200000,17,0,5,380410,icon_multi_reward_uru
80411,8,3500,4,3200000,20,0,5,380411,chest_multi_reward_2
80501,8,3500,5,5600000,0,1,5,380501,chest_multi_reward_shield
80502,8,3500,5,5600000,0,0,5,380502,chest_multi_reward_3
80503,8,3500,5,5600000,1,0,5,380503,gold
80504,8,3500,5,5600000,3,0,5,380504,gearup_kit_02
80505,8,3500,5,5600000,5,0,5,380505,ISO8_PINK
80506,8,3500,5,5600000,7,0,5,380506,gearup_kit_01
80507,8,3500,5,5600000,9,0,5,380507,icon_multi_reward_nornstone
80508,8,3500,5,5600000,12,0,5,380508,ISO8_PINK
80509,8,3500,5,5600000,15,0,5,380509,icon_multi_reward_biometrics
80510,8,3500,5,5600000,17,0,5,380510,icon_multi_reward_uru
80511,8,3500,5,5600000,20,0,5,380511,chest_multi_reward_3
80601,8,3500,6,8800000,0,1,5,380601,chest_multi_reward_shield
80602,8,3500,6,8800000,0,0,5,380602,chest_multi_reward_4
80603,8,3500,6,8800000,1,0,5,380603,gold
80604,8,3500,6,8800000,3,0,5,380604,gearup_kit_02
80605,8,3500,6,8800000,5,0,5,380605,ISO8_PINK
80606,8,3500,6,8800000,7,0,5,380606,gearup_kit_01
80607,8,3500,6,8800000,9,0,5,380607,icon_multi_reward_nornstone
80608,8,3500,6,8800000,12,0,5,380608,ISO8_PINK
80609,8,3500,6,8800000,15,0,5,380609,icon_multi_reward_biometrics
80610,8,3500,6,8800000,17,0,5,380610,icon_multi_reward_uru
80611,8,3500,6,8800000,20,0,5,380611,chest_multi_reward_4
80701,8,3500,7,13300000,0,1,5,380701,chest_multi_reward_shield
80702,8,3500,7,13300000,0,0,5,380702,chest_multi_reward_5
80703,8,3500,7,13300000,1,0,5,380703,gold
80704,8,3500,7,13300000,3,0,5,380704,gearup_kit_02
80705,8,3500,7,13300000,5,0,5,380705,ISO8_PINK
80706,8,3500,7,13300000,7,0,5,380706,gearup_kit_01
80707,8,3500,7,13300000,9,0,5,380707,icon_multi_reward_nornstone
80708,8,3500,7,13300000,12,0,5,380708,ISO8_PINK
80709,8,3500,7,13300000,15,0,5,380709,icon_multi_reward_biometrics
80710,8,3500,7,13300000,17,0,5,380710,icon_multi_reward_uru
80711,8,3500,7,13300000,20,0,5,380711,chest_multi_reward_5
80801,8,3500,8,20300000,0,1,5,380801,chest_multi_reward_shield
80802,8,3500,8,20300000,0,0,5,380802,chest_multi_reward_6
80803,8,3500,8,20300000,1,0,5,380803,gold
80804,8,3500,8,20300000,3,0,5,380804,gearup_kit_02
80805,8,3500,8,20300000,5,0,5,380805,ISO8_PINK
80806,8,3500,8,20300000,7,0,5,380806,gearup_kit_01
80807,8,3500,8,20300000,9,0,5,380807,icon_multi_reward_nornstone
80808,8,3500,8,20300000,12,0,5,380808,ISO8_PINK
80809,8,3500,8,20300000,15,0,5,380809,icon_multi_reward_biometrics
80810,8,3500,8,20300000,17,0,5,380810,icon_multi_reward_uru
80811,8,3500,8,20300000,20,0,5,380811,chest_multi_reward_6
