HERO_GROUP_ID,MATERIAL_ID_1,MATERIAL_QTY_1,MATERIAL_ID_2,MATERIAL_QTY_2,MATERIAL_ID_3,MATERIAL_QTY_3,MATERIAL_ID_4,MATERIAL_QTY_4,MATERIAL_ID_5,MATERIAL_QTY_5,REQ_COIN,REQ_TIER
8,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
126,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
2,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
210,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
7,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
42,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
72,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
38,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
198,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
1,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
124,1320002,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
129,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
212,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
10,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
49,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
217,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
17,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
75,1320004,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
82,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
36,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
12,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
152,1320002,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
65,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
125,1320001,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
66,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
105,1320004,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
153,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
142,1320002,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
37,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
28,1320002,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
4,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
14,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
26,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
106,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
128,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
123,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
218,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
267,1320002,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
222,1320004,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
226,1320001,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
199,1320004,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
159,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
77,1320004,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
252,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
235,1320004,10,1330001,1500,1330002,1300,1330003,2300,0,0,12500000,3
139,1320003,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
140,1320002,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
179,1320001,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
180,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
181,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
183,1320004,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
164,1320003,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
167,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
88,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
27,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
45,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
151,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
141,1320001,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
92,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
172,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
241,1320004,10,1330001,1500,1330002,1300,1330003,2300,0,0,12500000,3
121,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
23,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
44,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
173,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
157,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
30,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
31,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
185,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
16,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
43,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
32,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
176,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
94,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
40,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
221,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
220,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
216,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
127,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
193,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
108,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
182,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
11,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
160,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
281,1320004,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
189,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
204,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
244,1320002,10,1330001,1500,1330002,1300,1330003,2300,0,0,12500000,3
96,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
89,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
70,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
109,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
283,1320001,10,1330001,1200,1330002,1000,1330003,1800,0,0,7500000,3
284,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
285,1320004,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
237,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
107,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
147,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
231,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
259,1320004,10,1330001,1500,1330002,1300,1330003,2300,0,0,12500000,3
13,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
29,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
21,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
225,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
223,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
175,1320004,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
289,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
256,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
203,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
229,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
168,1320002,10,1330001,1400,1330002,1200,1330003,2200,0,0,10000000,3
114,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
290,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
253,1320004,10,1330001,1500,1330002,1300,1330003,2300,0,0,12500000,3
144,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
9,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
178,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
194,1320002,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
130,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
236,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
18,1320003,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
133,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
292,1320002,10,1330001,1500,1330002,1300,1330003,2300,0,0,12500000,3
293,1320004,10,1330001,1500,1330002,1300,1330003,2300,0,0,12500000,3
22,1320001,10,1330001,1000,1330002,800,1330003,1500,0,0,5000000,3
