STAGE_ID,TARGET_TYPE,TARGET_HIT_TYPE,AUTO_ABILITY_ID,AUTO_ABILITY_PARAM,AUTO_ABILITY_RATE,ABILITY_GROUP_ID,RAID_ABILITY_GROUP_ID,TYPE
260532,0,0,0,0,0,42003,0,1
260533,0,0,0,0,0,42017,0,1
260533,0,0,0,0,0,42018,0,1
260534,0,0,0,0,0,42019,0,1
260534,0,0,0,0,0,42020,0,1
260535,0,0,0,0,0,42010,0,1
260535,0,0,0,0,0,42011,0,1
260535,0,0,0,0,0,42012,0,1
260535,0,0,0,0,0,42019,0,1
260535,0,0,0,0,0,42020,0,1
260536,0,0,0,0,0,42001,0,1
260536,0,0,0,0,0,42002,0,1
260536,0,0,0,0,0,42003,0,1
230601,0,0,0,0,0,42001,0,1
230601,0,0,0,0,0,42002,0,1
230601,0,0,0,0,0,42003,0,1
230602,0,0,0,0,0,42007,0,1
230602,0,0,0,0,0,42008,0,1
230602,0,0,0,0,0,42009,0,1
230603,0,0,0,0,0,42004,0,1
230603,0,0,0,0,0,42005,0,1
230603,0,0,0,0,0,42006,0,1
230604,0,0,0,0,0,42010,0,1
230604,0,0,0,0,0,42011,0,1
230604,0,0,0,0,0,42012,0,1
230605,0,0,0,0,0,42015,0,1
230605,0,0,0,0,0,42016,0,1
230606,0,0,0,0,0,42013,0,1
230606,0,0,0,0,0,42014,0,1
230606,0,0,0,0,0,42017,0,1
230606,0,0,0,0,0,42018,0,1
260729,0,0,0,0,0,42001,0,1
260729,0,0,0,0,0,42002,0,1
260729,0,0,0,0,0,42003,0,1
260730,0,0,0,0,0,42007,0,1
260730,0,0,0,0,0,42008,0,1
260730,0,0,0,0,0,42009,0,1
260731,0,0,0,0,0,42004,0,1
260731,0,0,0,0,0,42005,0,1
260731,0,0,0,0,0,42006,0,1
260732,0,0,0,0,0,42001,0,1
260732,0,0,0,0,0,42002,0,1
260732,0,0,0,0,0,42003,0,1
260733,0,0,0,0,0,42017,0,1
260733,0,0,0,0,0,42018,0,1
260734,0,0,0,0,0,42019,0,1
260734,0,0,0,0,0,42020,0,1
230804,0,0,0,0,0,42010,0,1
230804,0,0,0,0,0,42011,0,1
230804,0,0,0,0,0,42012,0,1
230805,0,0,0,0,0,42015,0,1
230805,0,0,0,0,0,42016,0,1
230806,0,0,0,0,0,42013,0,1
230806,0,0,0,0,0,42014,0,1
230806,0,0,0,0,0,42017,0,1
230806,0,0,0,0,0,42018,0,1
230809,0,0,0,0,0,42019,0,1
230809,0,0,0,0,0,42020,0,1
240913,0,0,0,0,0,42019,0,1
240913,0,0,0,0,0,42020,0,1
240914,0,0,0,0,0,42019,0,1
240914,0,0,0,0,0,42020,0,1
240915,0,0,0,0,0,42019,0,1
240915,0,0,0,0,0,42020,0,1
240917,0,0,0,0,0,42017,0,1
240917,0,0,0,0,0,42018,0,1
240918,0,0,0,0,0,42019,0,1
240918,0,0,0,0,0,42020,0,1
261032,0,0,0,0,0,42001,0,1
261032,0,0,0,0,0,42011,0,1
261032,0,0,0,0,0,42003,0,1
261033,0,0,0,0,0,42017,0,1
261033,0,0,0,0,0,42018,0,1
261034,0,0,0,0,0,42019,0,1
261034,0,0,0,0,0,42020,0,1
261035,0,0,0,0,0,42010,0,1
261035,0,0,0,0,0,42011,0,1
261035,0,0,0,0,0,42012,0,1
261035,0,0,0,0,0,42019,0,1
261035,0,0,0,0,0,42020,0,1
261036,0,0,0,0,0,42001,0,1
261036,0,0,0,0,0,42002,0,1
261036,0,0,0,0,0,42003,0,1
261037,0,0,0,0,0,42004,0,1
261037,0,0,0,0,0,42005,0,1
261037,0,0,0,0,0,42006,0,1
231104,0,0,0,0,0,42010,0,1
231104,0,0,0,0,0,42011,0,1
231104,0,0,0,0,0,42012,0,1
231105,0,0,0,0,0,42015,0,1
231105,0,0,0,0,0,42016,0,1
231106,0,0,0,0,0,42013,0,1
231106,0,0,0,0,0,42014,0,1
231106,0,0,0,0,0,42017,0,1
231106,0,0,0,0,0,42018,0,1
251220,0,0,0,0,0,42019,0,1
251220,0,0,0,0,0,42020,0,1
251221,0,0,0,0,0,42017,0,1
251221,0,0,0,0,0,42018,0,1
251223,0,0,0,0,0,42019,0,1
251223,0,0,0,0,0,42020,0,1
231309,0,0,0,0,0,42019,0,1
231309,0,0,0,0,0,42020,0,1
231310,0,0,0,0,0,42007,0,1
231310,0,0,0,0,0,42008,0,1
231310,0,0,0,0,0,42009,0,1
231311,0,0,0,0,0,42019,0,1
231311,0,0,0,0,0,42020,0,1
261429,0,0,0,0,0,42001,0,1
261429,0,0,0,0,0,42002,0,1
261429,0,0,0,0,0,42003,0,1
261430,0,0,0,0,0,42007,0,1
261430,0,0,0,0,0,42008,0,1
261430,0,0,0,0,0,42009,0,1
261431,0,0,0,0,0,42004,0,1
261431,0,0,0,0,0,42005,0,1
261431,0,0,0,0,0,42006,0,1
261432,0,0,0,0,0,42001,0,1
261432,0,0,0,0,0,42002,0,1
261432,0,0,0,0,0,42003,0,1
261433,0,0,0,0,0,42017,0,1
261433,0,0,0,0,0,42018,0,1
261434,0,0,0,0,0,42019,0,1
261434,0,0,0,0,0,42020,0,1
261435,0,0,0,0,0,42010,0,1
261435,0,0,0,0,0,42011,0,1
261435,0,0,0,0,0,42012,0,1
261435,0,0,0,0,0,42019,0,1
261435,0,0,0,0,0,42020,0,1
261436,0,0,0,0,0,42001,0,1
261436,0,0,0,0,0,42002,0,1
261436,0,0,0,0,0,42003,0,1
261437,0,0,0,0,0,42004,0,1
261437,0,0,0,0,0,42005,0,1
261437,0,0,0,0,0,42006,0,1
351538,0,0,0,0,0,42017,0,1
351538,0,0,0,0,0,42018,0,1
231609,0,0,0,0,0,42019,0,1
231609,0,0,0,0,0,42020,0,1
231610,0,0,0,0,0,42007,0,1
231610,0,0,0,0,0,42008,0,1
231610,0,0,0,0,0,42009,0,1
231611,0,0,0,0,0,42019,0,1
231611,0,0,0,0,0,42020,0,1
251720,0,0,0,0,0,42019,0,1
251720,0,0,0,0,0,42020,0,1
251721,0,0,0,0,0,42017,0,1
251721,0,0,0,0,0,42018,0,1
251723,0,0,0,0,0,42019,0,1
251723,0,0,0,0,0,42020,0,1
261832,0,0,0,0,0,42001,0,1
261832,0,0,0,0,0,42002,0,1
261832,0,0,0,0,0,42003,0,1
261833,0,0,0,0,0,42017,0,1
261833,0,0,0,0,0,42018,0,1
261834,0,0,0,0,0,42019,0,1
261834,0,0,0,0,0,42020,0,1
261835,0,0,0,0,0,42010,0,1
261835,0,0,0,0,0,42011,0,1
261835,0,0,0,0,0,42012,0,1
261835,0,0,0,0,0,42019,0,1
261835,0,0,0,0,0,42020,0,1
261836,0,0,0,0,0,42001,0,1
261836,0,0,0,0,0,42002,0,1
261836,0,0,0,0,0,42003,0,1
261837,0,0,0,0,0,42004,0,1
261837,0,0,0,0,0,42005,0,1
261837,0,0,0,0,0,42006,0,1
241913,0,0,0,0,0,42019,0,1
241913,0,0,0,0,0,42020,0,1
241914,0,0,0,0,0,42019,0,1
241914,0,0,0,0,0,42020,0,1
241915,0,0,0,0,0,42019,0,1
241915,0,0,0,0,0,42020,0,1
241917,0,0,0,0,0,42017,0,1
241917,0,0,0,0,0,42018,0,1
241918,0,0,0,0,0,42019,0,1
241918,0,0,0,0,0,42020,0,1
352038,0,0,0,0,0,42017,0,1
352038,0,0,0,0,0,42018,0,1
352039,0,0,7,0,10000,42021,0,1
352040,0,0,0,0,0,42017,0,1
352040,0,0,0,0,0,42018,0,1
232109,0,0,0,0,0,42019,0,1
232109,0,0,0,0,0,42020,0,1
232110,0,0,0,0,0,42007,0,1
232110,0,0,0,0,0,42008,0,1
232110,0,0,0,0,0,42009,0,1
232111,0,0,0,0,0,42019,0,1
232111,0,0,0,0,0,42020,0,1
252223,0,0,0,0,0,42019,0,1
252223,0,0,0,0,0,42020,0,1
252226,0,0,0,0,0,42004,0,1
252226,0,0,0,0,0,42005,0,1
252226,0,0,0,0,0,42006,0,1
262332,0,0,0,0,0,42001,0,1
262332,0,0,0,0,0,42002,0,1
262332,0,0,0,0,0,42003,0,1
262333,0,0,0,0,0,42017,0,1
262333,0,0,0,0,0,42018,0,1
262334,0,0,0,0,0,42019,0,1
262334,0,0,0,0,0,42020,0,1
262335,0,0,0,0,0,42010,0,1
262335,0,0,0,0,0,42011,0,1
262335,0,0,0,0,0,42012,0,1
262335,0,0,0,0,0,42019,0,1
262335,0,0,0,0,0,42020,0,1
262336,0,0,0,0,0,42001,0,1
262336,0,0,0,0,0,42002,0,1
262336,0,0,0,0,0,42003,0,1
262337,0,0,0,0,0,42004,0,1
262337,0,0,0,0,0,42005,0,1
262337,0,0,0,0,0,42006,0,1
252423,0,0,0,0,0,42019,0,1
252423,0,0,0,0,0,42020,0,1
252426,0,0,0,0,0,42004,0,1
252426,0,0,0,0,0,42005,0,1
252426,0,0,0,0,0,42006,0,1
352540,0,0,0,0,0,42017,0,1
352540,0,0,0,0,0,42018,0,1
252623,0,0,0,0,0,42019,0,1
252623,0,0,0,0,0,42020,0,1
252626,0,0,0,0,0,42004,0,1
252626,0,0,0,0,0,42005,0,1
252626,0,0,0,0,0,42006,0,1
262832,0,0,0,0,0,42001,0,1
262832,0,0,0,0,0,42002,0,1
262832,0,0,0,0,0,42003,0,1
262833,0,0,0,0,0,42017,0,1
262833,0,0,0,0,0,42018,0,1
262834,0,0,0,0,0,42019,0,1
262834,0,0,0,0,0,42020,0,1
262835,0,0,0,0,0,42010,0,1
262835,0,0,0,0,0,42011,0,1
262835,0,0,0,0,0,42012,0,1
262835,0,0,0,0,0,42019,0,1
262835,0,0,0,0,0,42020,0,1
262836,0,0,0,0,0,42001,0,1
262836,0,0,0,0,0,42002,0,1
262836,0,0,0,0,0,42003,0,1
262837,0,0,0,0,0,42004,0,1
262837,0,0,0,0,0,42005,0,1
262837,0,0,0,0,0,42006,0,1
352942,0,0,4,0,2000,42022,0,1
353043,0,0,0,0,0,42019,0,1
353043,0,0,0,0,0,42020,0,1
353044,0,0,0,0,0,42019,0,1
353044,0,0,0,0,0,42020,0,1
353045,0,0,0,0,0,42017,0,1
353045,0,0,0,0,0,42018,0,1
353046,0,0,0,0,0,42019,0,1
353046,0,0,0,0,0,42020,0,1
353047,0,0,0,0,0,42010,0,1
353047,0,0,0,0,0,42011,0,1
353047,0,0,0,0,0,42012,0,1
263148,0,0,0,0,0,42001,0,1
263148,0,0,0,0,0,42002,0,1
263148,0,0,0,0,0,42003,0,1
263148,0,0,0,0,0,42019,0,1
263148,0,0,0,0,0,42020,0,1
263149,0,0,0,0,0,42007,0,1
263149,0,0,0,0,0,42008,0,1
263149,0,0,0,0,0,42009,0,1
263149,0,0,0,0,0,42019,0,1
263149,0,0,0,0,0,42020,0,1
263150,0,0,0,0,0,42004,0,1
263150,0,0,0,0,0,42005,0,1
263150,0,0,0,0,0,42006,0,1
263150,0,0,0,0,0,42017,0,1
263150,0,0,0,0,0,42018,0,1
263151,0,0,0,0,0,42010,0,1
263151,0,0,0,0,0,42011,0,1
263151,0,0,0,0,0,42012,0,1
263151,0,0,0,0,0,42017,0,1
263151,0,0,0,0,0,42018,0,1
353252,3,0,37,3,10000,42025,0,1
253353,0,0,0,0,0,42017,0,1
253353,0,0,0,0,0,42018,0,1
253353,3,1,36,1,10000,42023,0,1
253354,0,0,0,0,0,42017,0,1
253354,0,0,0,0,0,42018,0,1
253354,3,1,36,1,10000,42023,0,1
253355,3,0,0,0,0,0,0,1
253356,0,0,0,0,0,42019,0,1
253356,0,0,0,0,0,42020,0,1
253356,3,1,36,2,10000,42024,0,1
253356,3,1,36,2,10000,42024,0,1
233457,3,0,37,4,10000,42026,0,1
570101,0,0,0,0,0,44001,0,1
570101,0,0,0,0,0,44002,0,1
570101,0,0,0,0,0,44003,0,1
570102,0,0,0,0,0,44004,0,1
570102,0,0,0,0,0,44005,0,1
570102,0,0,0,0,0,44006,0,1
570103,0,0,0,0,0,44007,0,1
570103,0,0,0,0,0,44008,0,1
570103,0,0,0,0,0,44009,0,1
570104,0,0,0,0,0,44010,0,1
570104,0,0,0,0,0,44011,0,1
570104,0,0,0,0,0,44012,0,1
570105,0,0,0,0,0,44013,0,1
570105,0,0,0,0,0,44014,0,1
570105,0,0,0,0,0,44015,0,1
570106,0,0,0,0,0,44016,0,1
570106,0,0,0,0,0,44017,0,1
570106,0,0,0,0,0,44018,0,1
570107,0,0,0,0,0,44019,0,1
570107,0,0,0,0,0,44020,0,1
570107,0,0,0,0,0,44021,0,1
570108,0,0,0,0,0,44022,0,1
570108,0,0,0,0,0,44023,0,1
570108,0,0,0,0,0,44024,0,1
570109,0,0,0,0,0,44025,0,1
570109,0,0,0,0,0,44026,0,1
570109,0,0,0,0,0,44027,0,1
570110,0,0,0,0,0,44028,0,1
570110,0,0,0,0,0,44029,0,1
570110,0,0,0,0,0,44030,0,1
570111,0,0,0,0,0,44031,0,1
570111,0,0,0,0,0,44032,0,1
570111,0,0,0,0,0,44033,0,1
570112,0,0,0,0,0,44034,0,1
570112,0,0,0,0,0,44035,0,1
570112,0,0,0,0,0,44036,0,1
570113,0,0,0,0,0,44037,0,1
570113,0,0,0,0,0,44038,0,1
570113,0,0,0,0,0,44039,0,1
570114,0,0,0,0,0,44040,0,1
570114,0,0,0,0,0,44041,0,1
570114,0,0,0,0,0,44042,0,1
570115,0,0,0,0,0,44043,0,1
570115,0,0,0,0,0,44044,0,1
570115,0,0,0,0,0,44045,0,1
570116,0,0,0,0,0,44046,0,1
570116,0,0,0,0,0,44047,0,1
570116,0,0,0,0,0,44048,0,1
570117,0,0,0,0,0,44049,0,1
570118,0,0,0,0,0,44050,0,1
570119,0,0,0,0,0,44051,0,1
570120,0,0,0,0,0,44052,0,1
570121,0,0,0,0,0,44053,0,1
570122,0,0,0,0,0,44054,0,1
570123,0,0,0,0,0,44055,0,1
570124,0,0,0,0,0,44056,0,1
570125,0,0,0,0,0,44057,0,1
570126,0,0,0,0,0,44058,0,1
570127,0,0,0,0,0,44059,0,1
570128,0,0,0,0,0,44060,0,1
570129,0,0,0,0,0,44061,0,1
570130,0,0,0,0,0,44062,0,1
570131,0,0,0,0,0,44063,0,1
570132,0,0,0,0,0,44064,0,1
570133,0,0,0,0,0,44065,0,1
570133,0,0,0,0,0,44066,0,1
570133,0,0,0,0,0,44067,0,1
570134,0,0,0,0,0,44068,0,1
570134,0,0,0,0,0,44069,0,1
570134,0,0,0,0,0,44070,0,1
570135,0,0,0,0,0,44071,0,1
570135,0,0,0,0,0,44072,0,1
570135,0,0,0,0,0,44073,0,1
570136,0,0,0,0,0,44074,0,1
570136,0,0,0,0,0,44075,0,1
570136,0,0,0,0,0,44076,0,1
570137,0,0,0,0,0,44077,0,1
570138,0,0,0,0,0,44078,0,1
570139,0,0,0,0,0,44079,0,1
570140,0,0,0,0,0,44080,0,1
570201,0,0,0,0,0,44081,0,1
570201,0,0,0,0,0,44082,0,1
570201,0,0,0,0,0,44083,0,1
570202,0,0,0,0,0,44084,0,1
570202,0,0,0,0,0,44085,0,1
570202,0,0,0,0,0,44086,0,1
570203,0,0,0,0,0,44087,0,1
570203,0,0,0,0,0,44088,0,1
570203,0,0,0,0,0,44089,0,1
570204,0,0,0,0,0,44090,0,1
570204,0,0,0,0,0,44091,0,1
570204,0,0,0,0,0,44092,0,1
570205,0,0,0,0,0,44093,0,1
570205,0,0,0,0,0,44094,0,1
570205,0,0,0,0,0,44095,0,1
570206,0,0,0,0,0,44096,0,1
570206,0,0,0,0,0,44097,0,1
570206,0,0,0,0,0,44098,0,1
570207,0,0,0,0,0,44099,0,1
570207,0,0,0,0,0,44100,0,1
570207,0,0,0,0,0,44101,0,1
570208,0,0,0,0,0,44102,0,1
570208,0,0,0,0,0,44103,0,1
570208,0,0,0,0,0,44104,0,1
570209,0,0,0,0,0,44105,0,1
570209,0,0,0,0,0,44106,0,1
570209,0,0,0,0,0,44107,0,1
570210,0,0,0,0,0,44108,0,1
570210,0,0,0,0,0,44109,0,1
570210,0,0,0,0,0,44110,0,1
570211,0,0,0,0,0,44111,0,1
570211,0,0,0,0,0,44112,0,1
570211,0,0,0,0,0,44113,0,1
570212,0,0,0,0,0,44114,0,1
570212,0,0,0,0,0,44115,0,1
570212,0,0,0,0,0,44116,0,1
570213,0,0,0,0,0,44117,0,1
570213,0,0,0,0,0,44118,0,1
570213,0,0,0,0,0,44119,0,1
570214,0,0,0,0,0,44120,0,1
570214,0,0,0,0,0,44121,0,1
570214,0,0,0,0,0,44122,0,1
570215,0,0,0,0,0,44123,0,1
570215,0,0,0,0,0,44124,0,1
570215,0,0,0,0,0,44125,0,1
570216,0,0,0,0,0,44126,0,1
570216,0,0,0,0,0,44127,0,1
570216,0,0,0,0,0,44128,0,1
570217,0,0,0,0,0,44129,0,1
570218,0,0,0,0,0,44130,0,1
570219,0,0,0,0,0,44131,0,1
570220,0,0,0,0,0,44132,0,1
570221,0,0,0,0,0,44133,0,1
570222,0,0,0,0,0,44134,0,1
570223,0,0,0,0,0,44135,0,1
570224,0,0,0,0,0,44136,0,1
570225,0,0,0,0,0,44137,0,1
570226,0,0,0,0,0,44138,0,1
570227,0,0,0,0,0,44139,0,1
570228,0,0,0,0,0,44140,0,1
570229,0,0,0,0,0,44141,0,1
570230,0,0,0,0,0,44142,0,1
570231,0,0,0,0,0,44143,0,1
570232,0,0,0,0,0,44144,0,1
600201,0,0,0,0,0,44145,0,1
600201,0,0,0,0,0,44146,0,1
600201,0,0,0,0,0,44147,0,1
600202,0,0,0,0,0,44148,0,1
600202,0,0,0,0,0,44149,0,1
600202,0,0,0,0,0,44150,0,1
600203,0,0,0,0,0,44151,0,1
600203,0,0,0,0,0,44152,0,1
600203,0,0,0,0,0,44153,0,1
600204,0,0,0,0,0,44154,0,1
600204,0,0,0,0,0,44155,0,1
600204,0,0,0,0,0,44156,0,1
600205,0,0,0,0,0,44157,0,1
600206,0,0,0,0,0,44158,0,1
600207,0,0,0,0,0,44159,0,1
600208,0,0,0,0,0,44160,0,1
570301,0,0,0,0,0,44161,0,1
570301,1,0,0,0,0,44162,0,1
570301,0,0,0,0,0,44163,0,1
570301,0,0,0,0,0,44164,0,1
570302,0,0,0,0,0,44165,0,1
570302,1,0,0,0,0,44166,0,1
570302,0,0,0,0,0,44167,0,1
570302,0,0,0,0,0,44168,0,1
570303,0,0,0,0,0,44169,0,1
570303,1,0,0,0,0,44170,0,1
570303,0,0,0,0,0,44171,0,1
570303,0,0,0,0,0,44172,0,1
570304,0,0,0,0,0,44173,0,1
570304,1,0,0,0,0,44174,0,1
570304,0,0,0,0,0,44175,0,1
570304,0,0,0,0,0,44176,0,1
570305,0,0,0,0,0,44177,0,1
570305,1,0,0,0,0,44178,0,1
570305,0,0,0,0,0,44179,0,1
570305,0,0,0,0,0,44180,0,1
570306,0,0,0,0,0,44181,0,1
570306,1,0,0,0,0,44182,0,1
570306,0,0,0,0,0,44183,0,1
570306,0,0,0,0,0,44184,0,1
570307,0,0,0,0,0,44185,0,1
570307,1,0,0,0,0,44186,0,1
570307,0,0,0,0,0,44187,0,1
570307,0,0,0,0,0,44188,0,1
570308,0,0,0,0,0,44189,0,1
570308,1,0,0,0,0,44190,0,1
570308,0,0,0,0,0,44191,0,1
570308,0,0,0,0,0,44192,0,1
570309,0,0,0,0,0,44193,0,1
570309,1,0,0,0,0,44194,0,1
570309,0,0,0,0,0,44195,0,1
570309,0,0,0,0,0,44196,0,1
570310,0,0,0,0,0,44197,0,1
570310,1,0,0,0,0,44198,0,1
570310,0,0,0,0,0,44199,0,1
570310,0,0,0,0,0,44200,0,1
570311,0,0,0,0,0,44201,0,1
570311,1,0,0,0,0,44202,0,1
570311,0,0,0,0,0,44203,0,1
570311,0,0,0,0,0,44204,0,1
570312,0,0,0,0,0,44205,0,1
570312,1,0,0,0,0,44206,0,1
570312,0,0,0,0,0,44207,0,1
570312,0,0,0,0,0,44208,0,1
570313,0,0,0,0,0,44209,0,1
570313,1,0,0,0,0,44210,0,1
570313,0,0,0,0,0,44211,0,1
570313,0,0,0,0,0,44212,0,1
570314,0,0,0,0,0,44213,0,1
570314,1,0,0,0,0,44214,0,1
570314,0,0,0,0,0,44215,0,1
570314,0,0,0,0,0,44216,0,1
570315,0,0,0,0,0,44217,0,1
570315,1,0,0,0,0,44218,0,1
570315,0,0,0,0,0,44219,0,1
570315,0,0,0,0,0,44220,0,1
570316,0,0,0,0,0,44221,0,1
570316,1,0,0,0,0,44222,0,1
570316,0,0,0,0,0,44223,0,1
570316,0,0,0,0,0,44224,0,1
570317,0,0,0,0,0,44225,0,1
570317,1,0,0,0,0,44226,0,1
570318,0,0,0,0,0,44227,0,1
570318,1,0,0,0,0,44228,0,1
570319,0,0,0,0,0,44229,0,1
570319,1,0,0,0,0,44230,0,1
570320,0,0,0,0,0,44231,0,1
570320,1,0,0,0,0,44232,0,1
570321,0,0,0,0,0,44233,0,1
570321,1,0,0,0,0,44234,0,1
570322,0,0,0,0,0,44235,0,1
570322,1,0,0,0,0,44236,0,1
570323,0,0,0,0,0,44237,0,1
570323,1,0,0,0,0,44238,0,1
570324,0,0,0,0,0,44239,0,1
570324,1,0,0,0,0,44240,0,1
570325,0,0,0,0,0,44241,0,1
570325,1,0,0,0,0,44242,0,1
570326,0,0,0,0,0,44243,0,1
570326,1,0,0,0,0,44244,0,1
570327,0,0,0,0,0,44245,0,1
570327,1,0,0,0,0,44246,0,1
570328,0,0,0,0,0,44247,0,1
570328,1,0,0,0,0,44248,0,1
570329,0,0,0,0,0,44249,0,1
570329,1,0,0,0,0,44250,0,1
570330,0,0,0,0,0,44251,0,1
570330,1,0,0,0,0,44252,0,1
570331,0,0,0,0,0,44253,0,1
570331,1,0,0,0,0,44254,0,1
570332,0,0,0,0,0,44255,0,1
570332,1,0,0,0,0,44256,0,1
600301,0,0,0,0,0,44257,0,1
600301,0,0,0,0,0,44258,0,1
600301,0,0,0,0,0,44259,0,1
600301,1,0,0,0,0,44260,0,1
600302,0,0,0,0,0,44261,0,1
600302,0,0,0,0,0,44262,0,1
600302,0,0,0,0,0,44263,0,1
600302,1,0,0,0,0,44264,0,1
600303,0,0,0,0,0,44265,0,1
600303,0,0,0,0,0,44266,0,1
600303,0,0,0,0,0,44267,0,1
600303,1,0,0,0,0,44268,0,1
600304,0,0,0,0,0,44269,0,1
600304,0,0,0,0,0,44270,0,1
600304,0,0,0,0,0,44271,0,1
600304,1,0,0,0,0,44272,0,1
600305,0,0,0,0,0,44273,0,1
600305,1,0,0,0,0,44274,0,1
600306,0,0,0,0,0,44275,0,1
600306,1,0,0,0,0,44276,0,1
600307,0,0,0,0,0,44277,0,1
600307,1,0,0,0,0,44278,0,1
600308,0,0,0,0,0,44279,0,1
600308,1,0,0,0,0,44280,0,1
570401,0,0,0,0,0,44281,0,1
570401,0,0,0,0,0,44282,0,1
570401,0,0,0,0,0,44283,0,1
570401,0,0,0,0,0,44284,0,1
570401,1,0,0,0,0,44285,0,1
570401,1,0,0,0,0,44286,0,1
570402,0,0,0,0,0,44287,0,1
570402,0,0,0,0,0,44288,0,1
570402,0,0,0,0,0,44289,0,1
570402,0,0,0,0,0,44290,0,1
570402,1,0,0,0,0,44291,0,1
570402,1,0,0,0,0,44292,0,1
570403,0,0,0,0,0,44293,0,1
570403,0,0,0,0,0,44294,0,1
570403,0,0,0,0,0,44295,0,1
570403,0,0,0,0,0,44296,0,1
570403,1,0,0,0,0,44297,0,1
570403,1,0,0,0,0,44298,0,1
570404,0,0,0,0,0,44299,0,1
570404,0,0,0,0,0,44300,0,1
570404,0,0,0,0,0,44301,0,1
570404,0,0,0,0,0,44302,0,1
570404,1,0,0,0,0,44303,0,1
570404,1,0,0,0,0,44304,0,1
570405,0,0,0,0,0,44305,0,1
570405,0,0,0,0,0,44306,0,1
570405,1,0,0,0,0,44307,0,1
570405,1,0,0,0,0,44308,0,1
570406,0,0,0,0,0,44309,0,1
570406,0,0,0,0,0,44310,0,1
570406,1,0,0,0,0,44311,0,1
570406,1,0,0,0,0,44312,0,1
570407,0,0,0,0,0,44313,0,1
570407,0,0,0,0,0,44314,0,1
570407,1,0,0,0,0,44315,0,1
570407,1,0,0,0,0,44316,0,1
570408,0,0,0,0,0,44317,0,1
570408,0,0,0,0,0,44318,0,1
570408,1,0,0,0,0,44319,0,1
570408,1,0,0,0,0,44320,0,1
570409,0,0,0,0,0,44321,0,1
570409,0,0,0,0,0,44322,0,1
570409,0,0,0,0,0,44323,0,1
570409,0,0,0,0,0,44324,0,1
570409,1,0,0,0,0,44325,0,1
570409,1,0,0,0,0,44326,0,1
570410,0,0,0,0,0,44327,0,1
570410,0,0,0,0,0,44328,0,1
570410,0,0,0,0,0,44329,0,1
570410,0,0,0,0,0,44330,0,1
570410,1,0,0,0,0,44331,0,1
570410,1,0,0,0,0,44332,0,1
570411,0,0,0,0,0,44333,0,1
570411,0,0,0,0,0,44334,0,1
570411,0,0,0,0,0,44335,0,1
570411,0,0,0,0,0,44336,0,1
570411,1,0,0,0,0,44337,0,1
570411,1,0,0,0,0,44338,0,1
570412,0,0,0,0,0,44339,0,1
570412,0,0,0,0,0,44340,0,1
570412,0,0,0,0,0,44341,0,1
570412,0,0,0,0,0,44342,0,1
570412,1,0,0,0,0,44343,0,1
570412,1,0,0,0,0,44344,0,1
570413,0,0,0,0,0,44345,0,1
570413,0,0,0,0,0,44346,0,1
570413,0,0,0,0,0,44347,0,1
570413,0,0,0,0,0,44348,0,1
570413,1,0,0,0,0,44349,0,1
570413,1,0,0,0,0,44350,0,1
570414,0,0,0,0,0,44351,0,1
570414,0,0,0,0,0,44352,0,1
570414,0,0,0,0,0,44353,0,1
570414,0,0,0,0,0,44354,0,1
570414,1,0,0,0,0,44355,0,1
570414,1,0,0,0,0,44356,0,1
570415,0,0,0,0,0,44357,0,1
570415,0,0,0,0,0,44358,0,1
570415,0,0,0,0,0,44359,0,1
570415,0,0,0,0,0,44360,0,1
570415,1,0,0,0,0,44361,0,1
570415,1,0,0,0,0,44362,0,1
570416,0,0,0,0,0,44363,0,1
570416,0,0,0,0,0,44364,0,1
570416,0,0,0,0,0,44365,0,1
570416,0,0,0,0,0,44366,0,1
570416,1,0,0,0,0,44367,0,1
570416,1,0,0,0,0,44368,0,1
570417,0,0,0,0,0,44369,0,1
570417,0,0,0,0,0,44370,0,1
570417,1,0,0,0,0,44371,0,1
570417,1,0,0,0,0,44372,0,1
570418,0,0,0,0,0,44373,0,1
570418,0,0,0,0,0,44374,0,1
570418,1,0,0,0,0,44375,0,1
570418,1,0,0,0,0,44376,0,1
570419,0,0,0,0,0,44377,0,1
570419,0,0,0,0,0,44378,0,1
570419,1,0,0,0,0,44379,0,1
570419,1,0,0,0,0,44380,0,1
570420,0,0,0,0,0,44381,0,1
570420,0,0,0,0,0,44382,0,1
570420,1,0,0,0,0,44383,0,1
570420,1,0,0,0,0,44384,0,1
570421,0,0,0,0,0,44385,0,1
570421,0,0,0,0,0,44386,0,1
570421,0,0,0,0,0,44387,0,1
570421,0,0,0,0,0,44388,0,1
570421,1,0,0,0,0,44389,0,1
570421,1,0,0,0,0,44390,0,1
570422,0,0,0,0,0,44391,0,1
570422,0,0,0,0,0,44392,0,1
570422,0,0,0,0,0,44393,0,1
570422,0,0,0,0,0,44394,0,1
570422,1,0,0,0,0,44395,0,1
570422,1,0,0,0,0,44396,0,1
570423,0,0,0,0,0,44397,0,1
570423,0,0,0,0,0,44398,0,1
570423,0,0,0,0,0,44399,0,1
570423,0,0,0,0,0,44400,0,1
570423,1,0,0,0,0,44401,0,1
570423,1,0,0,0,0,44402,0,1
570424,0,0,0,0,0,44403,0,1
570424,0,0,0,0,0,44404,0,1
570424,0,0,0,0,0,44405,0,1
